,PRODUCT_ID,TITLE,BULLET_POINTS,DESCRIPTION,PRODUCT_TYPE_ID,PRODUCT_LENGTH
725377,2980811,"Halloween Michael Myers Mask, Realistic Horror Mask for Carnival Costume Party Masquerade, Horror Movie Cosplay Mask, Latex Full Head Mask for Adult Cosplay (Style M&J)","[【HORROR AND CLASSIC】Masks are inspired by characters from classic American horror movies. The horror mask consists of two half faces, one half is pure white and the other half has burn scars. The mask covered the entire head and the neck. The latex mask has a slit opening at back!,【ONE SIZE FIT ALL】Made from 100% natural latex, environmental and non-toxic.Very natural realistic and easy to clean. Free Size (Head circumference 56-66 cm/ 22-26 in), Latex mask has good ductility, fit for most adult people!,【UNIQUE DESIGN】If you want to be the focus of your friends' eyes on Halloween, then this ""Double Spell"" mask will definitely make your eyes shine. The unique design and excellent workmanship will always make you get a lot of likes on social software, whether you are for entertainment or artistic appreciation, the full head mask is worth having!,【VISIBILITY AND BREATHABILITY】There are no obstacles in your sight and breathing. You can see through the eye and breath through the nose of the scary mask. This will add a more joyful and active atmosphere to you. Rubber latex is elastic and stretchy, with plenty of space and breathability!,【INTERESTING USE】The Horror mask suit is for Halloween, Christmas, easter, carnival, costume parties, tag parties, or simply for going to a nightclub. It is also possible to play with the kids at home or on weekends. Anyway, you will see plenty of use at times other than Halloween!]",Product name: Halloween Horror Mask<br> Material: Natural latex<br> Color: As the picture shown<br> Size: One size for head circumference 56-66 cm<br> Package included:1 × Mask <br> <br> <br>,1008,1400.0
1495596,822087,Barbie - True Brit Barbie Accessory Set,Barbie - True Brit Barbie Accessory Set,Barbie - True Brit Barbie Accessory Set,989,1370.0
1838892,2049299,"Boryard 2-Piece Twin Quilt Bedding Set, Lightweight Soft Full Size Quilt Bedspread Coverlet (68x86 inches) with 1 Pillow Shams (20x26 inches) for All Season, White","[★ULTRASONIC TECHNOLOGY & DURABLE, SOFT, LUXURIOUS - The quilt sets adopt ultrasonic technology to weld and stitch the fabric together without needle and thread, extremely sturdy and durable with resistance to stains, pilling, dust mites, and wrinkles; Made of 100% polyester microfiber, the material is soft and velvety to touch, offer luxurious comfort for sleeping.,★MULTI-PURPOSE BEDSPREADS & REVERSIBLE - The lightweight comforter set is suitable for master bedroom, guest room, dormitory, daybed bedding, sofa, camping and so on, can be used as summer blanket when air conditioner is on in the evening, bed cover, coverlet and bedspread on spring, autumn, winter, also as a protective cover for your bed or leather couch to protect them from stain or your pets. The comforter is reversible so you can change your bedroom style in a snap.,★GEOMETRIC SIMPLE DESIGN & ATTRACTIVE, LIGHTWEIGHT - The quilt set features a chic zigzag pattern to add minimalist visual appeal to any bedroom; Lightweight to be used on their own even on a warm summer night, and great for adding an extra layer of coziness when things get chilly.,★FULL QUEEN/ KING SIZE BED SETS - We provide sizes of King and Queen bed comforter sets. King(104” x 90” quilt with 2pcs 20” x 26” pillow shams), Queen(90” x 90” with 2pcs 20” x 36” pillow covers)) bedding set. Please note that the bed sheet is not included.,★CHOOSE THE COLOURS YOU LIKE & WARRANTY - The quilt sets are available in white, black, grey and navy. Machine wash cold, gentle cycle and air dry. No Iron. We provide 3-month warranty for our quilt. Please feel free to contact us if there is any concern when you receive the product.]",,1629,700.0
1467426,2322336,"XY Linear Stage, Aluminum Alloy Professional Linear Stage Platform, Micrometer 60 * 60 * 40mm for Laboratory Precision Inspection Mechanical Equipment Positioning","[Made of aluminium alloy material with black anodized surface,it is durable.,This is a XY linear guide sliding track, used for capacitive touch screen production equipment, fixtures, optical instruments, etc.,100% brand new and high quality.,Precision machining and stable performance, good using effect.,Suitable for laboratory precision inspection, mechanical equipment positioning and movement, various fiber coupling, optical waveguide alignment, core adjustment, packaging system, etc.]","Features:<br>1. 100% brand new and high quality.<br>2. Made of aluminium alloy material with black anodized surface,it is durable.<br>3. This is a XY linear guide sliding track, used for capacitive touch screen production equipment, fixtures, optical instruments, etc.<br>4. Precision machining and stable performance, good using effect.<br>5. Suitable for laboratory precision inspection, mechanical equipment positioning and movement, various fiber coupling, optical waveguide alignment, core adjustment, packaging system, etc.<br><br>Specification:<br>Condition: 100% Brand New<br>Item Type: Linear Stages<br>Material: Aluminum Alloy (Black Anodized)<br>Model: SEMY60-AC<br>Moving Distance Adjustment: Micrometer Differential Head<br>Sliding Track: Linear Guide<br>Rail Type: Roller Type<br>Table Size: Approx. 60 x 60mm / 2.4 x 2.4in<br>Load Resistance: 44.1N<br>Stroke: ±6.5mm<br>Centimeter Card Accuracy: 0.01mm<br>Parallelism: 30μm<br>Moving Parallelism: 20μm<br>True Straightness: 3μm<br>Product Size: Approx. 132 x 120 x 45mm / 5.2 x 4.7 x 1.8in<br><br>Package list:<br>1 x Linear Stage<br>1 x Kraft paper box<br>1 x Bubble bag<br><br>Note:<br>1. Please allow 1-2mm error due to manual measurement. Thanks for your understanding.<br>2. Monitors are not calibrated same, item color displayed in photos may be showing slightly different from the real object. Please take the real one as standard.<br> 3.&nbsp;Please note that the new type and old type of this product will be sent randomly, and make sure you will not mind before ordering.<br>",8586,523.62204671
92023,1948233,"See Kai Run, Robyne Sneakers for Kids, Gray Denim, 13.5 M US Little Kid","[Durable flexible cotton canvas and denim textile upper is soft and flexible,Soft canvas lining, with removable, contoured, leather-lined footbed for breathability and comfort,Herringbone lug pattern provides great traction for play,Super-durable construction is also flexible and lightweight,Dual hook-and-loop straps allow for a secure fit and custom adjustability]",Fun polka-dot denim with pops of color defines this favorite sneaker. The dual straps adjust for a comfortable custom fit and deliver all-day durability.,3160,1000.0
1054299,1401066,FAIRIANO Women's Casual Blue Full Sleeve Printed Tops,"[Brand: Fairiano ,Fabric: Crepe ,Regular fit ,Full Sleeve,Size Chart : Bust - S-34, M-36, L-38, XL-40,Colour: Navy Blue, Neck: Round Neck, Casual wear,Pattern: Printed ,Fabric Care: HandWash,Do not bleach,Mild Iron]","Fariano provides you with a wide range of outfits of western collection which will make you look attractive and beautiful,select your size and be the center of attention",3077,984.2519675
184682,668907,Palermo 1933 (diaphanes Broschur),,,1,578.739
1330804,2673872,"SWOPPLY Women's Solid Stripes Track Suit | Hot looking Striped Tracksuit Full Sleeve Top & Leggings Pants Outfit Set for Girls Yoga Pants, Joggers, Gym, Active Lower Wear All Season (S, Pink)","[★This trendy casual track Suit for women is designed on which makes you look stylish even when you are stretching your body hard. Body Fit Tights with Quick Dry Fabric. Lightweight & Breathable Fabric assures maximum comfort during Gym, Yoga and Aerobics work outs,Running, Morning,★Solid, Regular Fit, comfy and fashion casual Tracksuit, suitable for many occasions, no fading and no deformation. Women's Solid Stripes Track suit |Women's Polyster Tracking suit, Joggers, Gym, Active Wear Lower, Yoga,★Fabric : Cotton Viscos Blend, Stretch Fabric - Perfect for Yoga, Exercise, Fitness, any type of workout, or everyday use.,★casual,party,sports,yoga,exercise,fitness,workout,running,jogging,sports wear,★Care Instructions: Machine-wash Fit Type: Regular Fit]","Fitness Joggers / Track suit Fitness ACTIVE training pants have been developed for those who like a form fitting pant with a full stretch! it is higher elastic fabric, they retain the same look as our normal training pants yet possess the ability to stretch and rebound much further. If you squat or train a lot in pants, these ones are for you! Fitness ACTIVE Training Track Pants with High Quality Fabric Advanced Stretch fit, Elastic in waist band to give a comfortable grip. Please check the measurement before you buy the item. Material: Imported parasuit fabric Design : Modern track design Fitted Design: Slim fit design flatters your curves and makes this a great layering piece. Suitable For:- -Running, jogging, marathon -In Gym, training, fitness -Play ball games, team sports -Cycling, camping, hiking, climbing, field Sports, etc. Any Season wear - summer, spring and casual, manufactured with fine light weight fabric to give extra comfort. Women jogger pants, track pant, High quality and light- weight.",2981,590.5511805
2078065,2682788,Marks & Spencer Men's Regular Shirt (T25_2877K_Wine XL),100% cotton,,2853,393.7
555944,2188425,"Scott Hawaii Men's Kaiko Sandal | Nylon & Rubber Flip Flop with Arch Support and Heel Cup, Fish Camo, 7","[Nylon strap with anti-chafe neoprene lining provides instant comfort,Textured Rubalon insole wicks moisture away from the foot for added grip,Scott's signature deck sole features arch support and heel cup]","The Kaiko is that special little someone of the family. The strap designs are like nothing you've seen and represent all that we are. This slipper will give you everything you expect from Scott Hawai'i with a bit different flare. Nylon strap with anti-chafe neoprene lining provides instant comfort Avoid the dreaded sandal strap burn. Wetsuit style neoprene lining is soft next to skin and ensures a comfy fit well after the sun goes down. Textured Rubalon insole wicks moisture away from the foot for added grip A Scott Hawaii innovation, Rubalon has the cushioning comfort of EVA foam with the support and durability of rubber. It gives the foam memory which molds to your foot so it can go the extra mile. Scott's signature deck sole features arch support and heel cup Anatomically designed to contour to your foot shape and provide sneaker level support in your favorite beachside slippers. Our nonslip, nonmarking outsole is built for boating, helping you avoid accidental slips or angry boat captains.",3250,1050.0
1555166,1665502,YMDUCH Women's Sexy Bodycon Midi Dress Basic Sleeveless Tank Club Dress Red,"[Features: midi tank dress,knee length,sleeveless,low cut square neck,tight dress clubwear, simple classic casual mini dress, bodycon slim fit,The style fabric is very soft and elasticized , it is very comfortable to wear and super flattering ,it is very beautiful,not miss it,US Size:Small(US 4-6 ),Medium(US 8-10 ),Large(US 12-14 ),X-Large(US 16-18 ),Occasions: party,wedding,prom,cocktail,evening,club,bar or casual etc,YMDUCH value the experience of every customer.If you have any other questions, please feel free to contact us anytime]","<b>About product</b><br> <br>A midi length dress with a square neck and form fitting.It is 5% Spandex and 95% Polyester strech fabric lightweight breathabl,perfect for casual wear.<br><br> <b>Size Chart (inch):Please check the SIZE CHART carefully before you purchase</b><br> S: Bust 29.5, Waist 24.1, Length 40.9<br> M: Bust 31.5, Waist 26.1, Length 41.5<br> L: Bust 33.5, Waist 28.1, Length 42.2<br> XL:Bust 35.8, Waist 30.1, Length 42.7<br> <br> <b>About delivered</b><br> Free Shipping 2-3 Business Days For Prime FBA Delivery<br><br> <b>note</b><br> Actual color might be slightly different from the picture due to brightness and different screen display settings.<br><br> <b>Thanks for your understanding!Any problem please feel free to contact us,we will try our best to satisfy you.</b><br>",2986,787.0
